traffic_type,app,split,protocol_id,rtt,rtt_valid,syn_count,fin_count,rst_count,n_dst_ips,n_dst_ports,n_src_ports,conn_per_sec,packet_sizes,iats,directions
metaverse,Zepeto,pretrain,0,0.030903,True,0,0,0,42,4,1770,0.153301,"[458, 458, 458, 458, 2606, 2608, 2607, 2606, 115, 46, 85, 298, 115, 46, 85, 298, 115, 46, 85, 298, 115, 46, 85, 406, 406, 406, 298, 406, 4198, 10000, 10000, 10000, 6319, 10000, 10000, 8428, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 5217, 10000, 10000, 10000, 10000, 10000, 7338, 10000, 10000, 4132, 2764, 4510, 10000, 10000, 10000, 10000]","[0.0, 0.001323, 0.011271, 0.008322, 0.009987, 0.000447, 0.011307, 0.010306, 0.048296, 0.000396, 2.9e-05, 0.031412, 0.036741, 0.000339, 3.3e-05, 0.023031, 0.046064, 0.001395, 0.000463, 0.033106, 0.034257, 0.000442, 0.000158, 0.000323, 0.000633, 0.000441, 0.025348, 0.006367, 0.006513, 0.000344, 0.000554, 0.000589, 0.000428, 0.011847, 0.000286, 0.0002, 0.000838, 0.000203, 0.000336, 0.000191, 0.000198, 0.000366, 0.000194, 0.000225, 0.000361, 0.000201, 0.000263, 0.000361, 0.000184, 0.000275, 0.000361, 0.000186, 0.000376, 0.000185, 0.000308, 0.000179, 0.000309, 0.000261, 0.00034, 0.010818, 0.00024, 0.00023, 0.000347, 0.000861]","[1, 1, 1, 1, -1, -1, -1, -1, 1, 1, 1, -1, 1, 1, 1, -1, 1, 1, 1, -1, 1, 1, 1, 1, 1, 1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
metaverse,Zepeto,pretrain,0,0.10976,True,1,0,0,42,4,1770,0.153301,"[60, 48, 40, 40, 40, 40, 40, 40, 40]","[0.0, 0.10976, 0.000839, 0.001956, 0.031982, 0.144914, 0.028191, 0.115697, 0.049192]","[1, -1, 1, -1, 1, -1, 1, -1, 1]"
metaverse,Zepeto,pretrain,0,0.105468,True,1,0,0,42,4,1770,0.153301,"[60, 48, 40, 40, 40, 40, 40, 40, 40]","[0.0, 0.105468, 0.000592, 0.001964, 0.040599, 0.21057, 0.035848, 0.034029, 0.08004]","[1, -1, 1, -1, 1, -1, 1, -1, 1]"
metaverse,Zepeto,pretrain,0,0.101081,True,1,0,0,42,4,1770,0.153301,"[60, 48, 40, 40, 40, 40, 40, 40, 40]","[0.0, 0.101081, 0.000424, 0.001957, 0.040584, 0.280551, 0.03627, 0.004229, 0.093106]","[1, -1, 1, -1, 1, -1, 1, -1, 1]"
metaverse,Zepeto,pretrain,0,0.020208,True,1,0,0,42,4,1770,0.153301,"[60, 48, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40]","[0.0, 0.020208, 0.000156, 0.002775, 0.029934, 0.13823, 0.000248, 0.023184, 0.116787, 0.039274, 0.000607, 0.000344, 0.000427, 0.01242, 0.000969, 0.000715, 0.000782, 0.000824, 0.000819, 0.00264, 0.011188, 0.001151, 0.000777, 0.000484]","[1, -1, 1, -1, 1, -1, -1, 1, -1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
metaverse,Zepeto,pretrain,0,0.023798,True,1,0,0,42,4,1770,0.153301,"[60, 48, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40]","[0.0, 0.023798, 0.000293, 0.00266, 0.030039, 0.069753, 0.000248, 0.03158, 0.176274, 0.03984, 0.01382, 0.000972, 0.000717, 0.000782, 0.000823, 0.000819, 0.000602, 0.000506, 0.000485, 0.012238, 0.006346, 0.0005, 0.000478, 0.002542, 0.00091, 0.000352, 0.001208, 0.000401, 0.000329, 0.00031]","[1, -1, 1, -1, 1, -1, -1, 1, -1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
metaverse,Zepeto,pretrain,0,0.029212,True,1,0,0,42,4,1770,0.153301,"[60, 48, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 1536, 40, 40, 40, 40, 40, 40, 40, 40, 10000, 40, 40, 10000, 40, 10000, 40, 10000, 40, 40]","[0.0, 0.029212, 0.000301, 0.003014, 0.031314, 0.255433, 0.00026, 0.000144, 0.026964, 0.006382, 0.03991, 0.001261, 0.000403, 0.000401, 0.002844, 0.000283, 0.032227, 0.000752, 0.00148, 0.009399, 0.000397, 0.000331, 0.00239, 0.0005, 0.000139, 0.000367, 0.000122, 0.000944, 7e-05, 0.000228, 0.000187, 0.000109, 0.000296]","[1, -1, 1, -1, 1, -1, -1, -1, 1, -1, 1, 1, 1, 1, -1, 1, 1, 1, 1, 1, 1, 1, 1, -1, 1, 1, -1, 1, -1, 1, -1, 1, 1]"
metaverse,Zepeto,pretrain,0,0.026637,True,1,0,0,42,4,1770,0.153301,"[60, 48, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 10000, 40, 40, 10000, 40, 40, 40, 10000, 40, 40, 124, 40, 40, 10000, 40, 40, 10000, 40, 40, 40, 10000, 40, 40, 6518, 40, 40, 624, 40, 40, 10000]","[0.0, 0.026637, 0.000493, 0.000995, 0.030209, 0.196373, 0.001615, 0.033253, 0.036121, 0.052707, 0.001684, 0.000782, 0.000823, 0.00082, 0.000562, 0.000505, 0.000486, 0.000268, 0.000308, 0.013622, 0.004383, 0.000496, 0.001965, 0.001957, 0.00035, 0.001216, 0.000393, 0.00033, 0.000308, 0.000733, 0.000417, 0.00133, 0.007869, 0.000193, 0.000163, 0.000126, 0.000182, 6.5e-05, 0.001134, 0.000204, 0.00349, 7.4e-05, 0.000163, 0.000191, 4.8e-05, 9.9e-05, 0.008269, 0.000109, 0.000308, 0.000415, 7.5e-05, 0.000313, 0.001195, 0.000287, 9.2e-05, 0.000186, 0.000175, 6.1e-05, 0.000101, 0.012265, 5e-05, 0.000224, 0.007453, 7.6e-05]","[1, -1, 1, -1, 1, -1, -1, 1, -1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, -1, 1, 1, -1, 1, 1, 1, -1, 1, 1, -1, 1, 1, -1, 1, 1, -1, 1, 1, 1, -1, 1, 1, -1, 1, 1, -1, 1, 1, -1]"
metaverse,Zepeto,pretrain,0,0.176622,True,1,0,0,42,4,1770,0.153301,"[60, 48, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40]","[0.0, 0.176622, 0.00017, 0.004296, 0.184986, 0.007639, 0.185088, 0.000489, 0.000337, 0.002036, 0.000141, 0.192358]","[1, -1, 1, -1, 1, -1, -1, -1, -1, -1, -1, 1]"
metaverse,Zepeto,pretrain,0,0.036765,True,0,0,0,42,4,1770,0.153301,"[459, 459, 459, 459, 459, 459, 459, 459, 459, 459, 459, 459, 459, 2609, 2608, 2609, 1402, 2609, 1247, 2608, 2609, 2609, 2608, 2608, 2609, 2608, 2608, 115, 46, 85, 298, 115, 46, 85, 298, 115, 46, 85, 298, 115, 46, 85, 298, 115, 46, 85, 298, 115, 46, 85, 298, 115, 46, 85, 298, 115, 46, 85, 298, 115, 46, 85, 298, 115]","[0.0, 0.000356, 0.000601, 0.006109, 0.000133, 8.4e-05, 0.001358, 0.000151, 0.000792, 0.000278, 0.000287, 0.005452, 0.000315, 0.020849, 0.006298, 0.000249, 0.002967, 0.000116, 0.000228, 0.000166, 0.007631, 0.000333, 0.008692, 0.000282, 0.003101, 0.005392, 0.000343, 0.041707, 0.000184, 9.8e-05, 0.024476, 0.048402, 0.000561, 0.000416, 0.041312, 0.035264, 0.000188, 1e-05, 0.023392, 0.070128, 0.002084, 9.5e-05, 0.023273, 0.043843, 0.000167, 5.4e-05, 0.030427, 0.037512, 0.000175, 5.3e-05, 0.032709, 0.035933, 0.000319, 2.5e-05, 0.024222, 0.043696, 0.000175, 0.000105, 0.025511, 0.042372, 0.000369, 2.5e-05, 0.027109, 0.040893]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, 1, 1, -1, 1, 1, 1, -1, 1, 1, 1, -1, 1, 1, 1, -1, 1, 1, 1, -1, 1, 1, 1, -1, 1, 1, 1, -1, 1, 1, 1, -1, 1, 1, 1, -1, 1]"
metaverse,Zepeto,pretrain,0,0.024956,True,1,0,0,42,4,1770,0.153301,"[60, 48, 40, 40, 40, 40, 40, 40, 40, 40, 40]","[0.0, 0.024956, 0.000167, 0.001867, 0.029285, 0.491847, 0.000463, 0.000317, 0.026126, 0.116012, 0.043268]","[1, -1, 1, -1, 1, -1, -1, -1, 1, -1, 1]"
metaverse,Zepeto,pretrain,0,0.0354,True,1,0,0,42,4,1770,0.153301,"[60, 48, 40, 40, 40, 40, 40, 40, 40, 40, 40]","[0.0, 0.0354, 0.00026, 0.00151, 0.030711, 0.611428, 0.000401, 0.000251, 0.026805, 0.000214, 0.084271]","[1, -1, 1, -1, 1, -1, -1, -1, 1, -1, 1]"
metaverse,Zepeto,downstream_train,0,0.040951,True,1,0,0,42,4,1770,0.153301,"[60, 48, 40, 40, 40, 40, 40, 40, 40, 40]","[0.0, 0.040951, 0.001234, 0.634678, 0.02602, 0.074962, 0.000214, 0.032253, 0.044038, 0.038103]","[1, -1, 1, -1, 1, -1, -1, 1, -1, 1]"
metaverse,Zepeto,pretrain,0,0.038113,True,1,0,0,42,4,1770,0.153301,"[60, 48, 40, 40, 40, 40, 40, 40, 40, 40]","[0.0, 0.038113, 0.000246, 0.636434, 0.024251, 0.148657, 0.000519, 0.026664, 0.010113, 0.089392]","[1, -1, 1, -1, 1, -1, -1, 1, -1, 1]"
metaverse,Zepeto,pretrain,0,0.047959,True,1,0,0,42,4,1770,0.153301,"[60, 48, 40, 40, 40, 40, 40, 40, 40, 40, 40]","[0.0, 0.047959, 0.000559, 0.001032, 0.032579, 0.088848, 0.028011, 0.462658, 0.050759, 0.005432, 0.004563]","[1, -1, 1, -1, 1, -1, 1, -1, 1, 1, 1]"
metaverse,Zepeto,pretrain,0,0.04057,True,1,0,0,42,4,1770,0.153301,"[60, 48, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40]","[0.0, 0.04057, 0.000438, 0.001116, 0.032535, 0.158944, 0.00049, 0.032768, 0.387771, 0.050274, 0.00543, 0.004569, 0.001206]","[1, -1, 1, -1, 1, -1, -1, 1, -1, 1, 1, 1, 1]"
metaverse,Zepeto,pretrain,0,0.035253,True,1,0,0,42,4,1770,0.153301,"[60, 48, 40, 40, 40, 40, 40, 40, 40, 40]","[0.0, 0.035253, 0.000363, 0.001196, 0.032461, 0.228199, 0.024086, 0.327984, 0.049983, 0.005428]","[1, -1, 1, -1, 1, -1, 1, -1, 1, 1]"
metaverse,Zepeto,pretrain,0,0.028831,True,1,0,0,42,4,1770,0.153301,"[60, 48, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 2560, 40, 40, 40, 40, 40, 40, 40, 40]","[0.0, 0.028831, 0.000136, 0.000588, 0.036795, 0.290731, 0.00024, 0.029108, 0.255195, 0.059767, 0.001206, 0.000855, 0.001576, 0.000838, 0.000885, 0.00071, 0.001008, 0.002194, 0.000123, 0.000387, 0.017708, 0.000501, 0.000382, 0.000338, 0.000394, 0.000261, 0.000198]","[1, -1, 1, -1, 1, -1, -1, 1, -1, 1, 1, 1, 1, 1, 1, 1, 1, 1, -1, 1, 1, 1, 1, 1, 1, 1, 1]"
metaverse,Zepeto,pretrain,0,0.036906,True,1,0,0,42,4,1770,0.153301,"[60, 48, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 1536, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 10000, 40, 40, 10000, 40, 40, 40, 40]","[0.0, 0.036906, 0.000196, 0.005421, 0.034577, 0.344395, 0.000474, 0.000279, 0.031216, 0.18375, 0.049585, 0.005428, 0.004574, 0.001204, 0.000857, 0.001577, 0.000838, 0.000885, 0.000709, 0.000561, 0.001284, 0.016173, 0.000607, 0.000484, 0.000386, 0.000359, 0.000353, 0.000877, 0.000312, 0.000212, 0.000288, 0.000727, 0.000416, 0.006237, 0.00017, 0.000859, 6.2e-05, 0.000102, 0.000166, 8.3e-05, 0.000102, 0.000164, 0.000165, 0.000159]","[1, -1, 1, -1, 1, -1, -1, -1, 1, -1, 1, 1, 1, 1, 1, 1, 1, 1, 1, -1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, -1, 1, 1, -1, 1, 1, 1, 1]"
metaverse,Zepeto,pretrain,0,0.031998,True,1,0,0,42,4,1770,0.153301,"[60, 48, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 1162, 40, 40, 40, 40]","[0.0, 0.031998, 0.000335, 0.006007, 0.034684, 0.415444, 0.000547, 0.000376, 0.024605, 0.119048, 0.040078, 0.009321, 0.005427, 0.004575, 0.001204, 0.000857, 0.001578, 0.000837, 0.000885, 0.000709, 0.000635, 0.001232, 0.016149, 0.000606, 0.000483]","[1, -1, 1, -1, 1, -1, -1, -1, 1, -1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, -1, 1, 1, 1, 1]"
metaverse,Zepeto,pretrain,0,0.034354,True,1,0,0,42,4,1770,0.153301,"[60, 48, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40]","[0.0, 0.034354, 0.000172, 0.000729, 0.033716, 0.487077, 0.023675, 0.049428, 0.03993, 0.000213, 0.000146, 0.000129, 0.008801, 0.005428, 0.004575, 0.001203, 0.000857, 0.001577, 0.020442, 0.000606, 0.000482, 0.00036, 0.000359, 0.000354, 0.000861, 0.000309, 0.000212, 0.000288, 0.00038, 0.000353, 0.000416, 0.000223, 0.000197, 0.0001]","[1, -1, 1, -1, 1, -1, 1, -1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
metaverse,Zepeto,pretrain,0,0.035384,True,1,0,0,42,4,1770,0.153301,"[60, 48, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40]","[0.0, 0.035384, 0.000254, 0.000896, 0.027799, 0.555473, 0.000473, 0.000268, 0.030496, 0.005796, 0.032216, 0.010315]","[1, -1, 1, -1, 1, -1, -1, -1, 1, -1, 1, 1]"
metaverse,Zepeto,downstream_train,0,0.038099,True,1,0,0,42,4,1770,0.153301,"[60, 48, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 883, 40, 40, 40, 40, 40, 40, 40, 40, 40, 1402, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 10000, 40, 124, 40, 40, 40, 10000, 40, 40, 40, 40]","[0.0, 0.038099, 0.000398, 0.577949, 0.029749, 0.094853, 0.024575, 0.04968, 0.037453, 0.000168, 0.005888, 0.000214, 0.00129, 0.000627, 0.000171, 0.000924, 0.000912, 4.8e-05, 9.1e-05, 0.002118, 0.000156, 0.011048, 0.008373, 0.000356, 0.001026, 0.000305, 0.000258, 0.001521, 0.000279, 0.000273, 0.000346, 0.000217, 0.006383, 0.000258, 0.000236, 0.000285, 0.000214, 0.004049, 0.000577, 0.000506, 0.000103, 0.000194, 0.000157, 0.00015, 0.005539, 0.001193, 0.000103, 0.001067, 0.000403, 0.000315, 0.000393]","[1, -1, 1, -1, 1, -1, 1, -1, 1, 1, 1, 1, 1, 1, 1, 1, 1, -1, 1, 1, 1, 1, 1, 1, 1, 1, 1, -1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, -1, 1, -1, 1, 1, 1, -1, 1, 1, 1, 1]"
metaverse,Zepeto,pretrain,0,0.037714,True,1,0,0,42,4,1770,0.153301,"[60, 48, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40]","[0.0, 0.037714, 0.000829, 0.557791, 0.029307, 0.166424, 0.000246, 0.027065, 0.000366, 0.044469, 0.00133, 0.001233, 0.040357]","[1, -1, 1, -1, 1, -1, -1, 1, -1, 1, 1, 1, 1]"
metaverse,Zepeto,test,0,0.048441,True,1,0,0,42,4,1770,0.153301,"[60, 48, 40, 40, 40, 40, 40, 40, 40, 40]","[0.0, 0.048441, 0.000453, 0.000497, 0.024881, 0.081662, 0.000907, 0.031472, 0.391814, 0.050885]","[1, -1, 1, -1, 1, -1, -1, 1, -1, 1]"
metaverse,Zepeto,pretrain,0,0.034867,True,1,0,0,42,4,1770,0.153301,"[60, 48, 40, 40, 40, 40, 40, 40, 40, 40]","[0.0, 0.034867, 0.000192, 0.000554, 0.025236, 0.155114, 0.001095, 0.027212, 0.322193, 0.050779]","[1, -1, 1, -1, 1, -1, -1, 1, -1, 1]"
metaverse,Zepeto,pretrain,0,0.035311,True,1,0,0,42,4,1770,0.153301,"[60, 48, 40, 40, 40, 40, 40, 40, 40, 40, 40]","[0.0, 0.035311, 0.000249, 0.000863, 0.03033, 0.213564, 0.000314, 0.000149, 0.032064, 0.246828, 0.050714]","[1, -1, 1, -1, 1, -1, -1, -1, 1, -1, 1]"
metaverse,Zepeto,pretrain,0,0.034852,True,1,0,0,42,4,1770,0.153301,"[60, 48, 40, 40, 40, 40, 40, 40, 40]","[0.0, 0.034852, 0.001256, 0.001262, 0.023527, 0.283009, 0.033124, 0.176839, 0.050643]","[1, -1, 1, -1, 1, -1, 1, -1, 1]"
metaverse,Zepeto,downstream_train,0,0.029906,True,1,0,0,42,4,1770,0.153301,"[60, 48, 40, 40, 40, 40, 40, 40, 40]","[0.0, 0.029906, 0.001013, 0.00201, 0.032873, 0.342448, 0.035052, 0.105406, 0.050581]","[1, -1, 1, -1, 1, -1, 1, -1, 1]"
metaverse,Zepeto,pretrain,0,0.026144,True,1,0,0,42,4,1770,0.153301,"[60, 48, 40, 40, 40, 40, 40, 40, 40, 40]","[0.0, 0.026144, 0.001038, 0.001872, 0.032655, 0.412111, 0.000228, 0.028471, 0.042166, 0.050512]","[1, -1, 1, -1, 1, -1, -1, 1, -1, 1]"
metaverse,Zepeto,test,0,0.026441,True,1,0,0,42,4,1770,0.153301,"[60, 48, 40, 40, 40, 40, 40, 40, 40]","[0.0, 0.026441, 0.000363, 0.001, 0.028804, 0.479974, 0.031062, 0.003098, 0.067868]","[1, -1, 1, -1, 1, -1, 1, -1, 1]"
metaverse,Zepeto,downstream_train,0,0.028253,True,1,0,0,42,4,1770,0.153301,"[60, 48, 40, 40, 40, 40, 40, 40, 40, 40, 40]","[0.0, 0.028253, 0.000261, 0.506599, 0.029434, 0.082275, 0.000454, 0.000301, 0.033293, 0.000713, 0.072601]","[1, -1, 1, -1, 1, -1, -1, -1, 1, -1, 1]"
metaverse,Zepeto,pretrain,0,0.032797,True,1,0,0,42,4,1770,0.153301,"[60, 48, 40, 40, 40, 40, 40, 40, 40, 40]","[0.0, 0.032797, 0.001109, 0.000711, 0.032144, 0.072287, 0.000178, 0.028466, 0.253266, 0.046681]","[1, -1, 1, -1, 1, -1, -1, 1, -1, 1]"
metaverse,Zepeto,downstream_train,0,0.032798,True,1,0,0,42,4,1770,0.153301,"[60, 48, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 1536, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40]","[0.0, 0.032798, 0.001414, 0.000806, 0.032319, 0.135573, 0.000223, 0.037895, 0.173895, 0.046497, 0.000602, 0.000635, 0.003216, 0.001193, 0.001588, 0.000532, 0.000407, 0.000386, 9e-05, 0.000283, 0.018571, 0.000255, 0.000229, 0.000214, 0.000136, 0.000117, 0.000113, 0.000116, 0.000112, 0.000112, 0.000183, 0.000123, 9.8e-05]","[1, -1, 1, -1, 1, -1, -1, 1, -1, 1, 1, 1, 1, 1, 1, 1, 1, 1, -1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
metaverse,Zepeto,pretrain,0,0.02953,True,1,0,0,42,4,1770,0.153301,"[60, 48, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40]","[0.0, 0.02953, 0.001252, 0.000725, 0.032113, 0.205142, 0.037142, 0.105534, 0.046254, 0.000605, 0.000635, 0.003216, 0.001193, 0.001588, 0.000531, 0.000408, 0.000386, 0.000372, 0.01153, 0.000185, 0.000172, 0.000167, 0.006505, 0.000252, 0.000229, 0.000213]","[1, -1, 1, -1, 1, -1, 1, -1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
metaverse,Zepeto,pretrain,0,0.030275,True,1,0,0,42,4,1770,0.153301,"[60, 48, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40]","[0.0, 0.030275, 0.000394, 0.00069, 0.039886, 0.26124, 0.000335, 0.000314, 0.027032, 0.04677, 0.046112, 0.000606, 0.000634, 0.003218, 0.002779, 0.000531]","[1, -1, 1, -1, 1, -1, -1, -1, 1, -1, 1, 1, 1, 1, 1, 1]"
metaverse,Zepeto,pretrain,0,0.026349,True,1,0,0,42,4,1770,0.153301,"[60, 48, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 1899, 40, 40, 40, 40, 40, 40]","[0.0, 0.026349, 0.00021, 0.001224, 0.03985, 0.334476, 0.000111, 0.035038, 0.011913, 0.048428, 0.000283, 0.005796, 0.000319, 0.001348, 0.008498, 0.00209, 0.023545, 0.000302, 0.000363, 0.000283, 0.000343]","[1, -1, 1, -1, 1, -1, -1, 1, -1, 1, 1, 1, 1, 1, -1, 1, 1, 1, 1, 1, 1]"
metaverse,Zepeto,pretrain,0,0.036135,True,0,0,0,42,4,1770,0.153301,"[459, 2609, 115, 46, 85, 298, 319, 10000, 10000, 10000, 10000, 10000, 629, 71]","[0.0, 0.036135, 0.068432, 0.000561, 2.3e-05, 0.036576, 0.000398, 0.04811, 0.000486, 0.000846, 0.003903, 0.000193, 0.000315, 0.001677]","[1, -1, 1, 1, 1, -1, 1, -1, -1, -1, -1, -1, -1, 1]"
metaverse,Zepeto,downstream_train,3,0.126253,True,0,0,0,42,4,1770,0.153301,"[60, 66, 536, 276, 62, 62, 135, 67, 155, 59, 69, 457, 67, 168, 175, 236, 72, 63, 473, 60, 224, 401, 60, 153, 64, 505, 71, 471, 72, 473]","[0.0, 0.061673, 0.06458, 0.017853, 0.037123, 0.004628, 0.028454, 0.011899, 0.002232, 0.032297, 0.011949, 0.013685, 0.02098, 0.001373, 0.017713, 0.020501, 0.312147, 0.060328, 0.003125, 0.058581, 0.008736, 0.029483, 0.178298, 0.043794, 29.785086, 0.037925, 16.706005, 0.039253, 29.353755, 0.034973]","[1, 1, -1, -1, 1, 1, -1, 1, -1, 1, 1, -1, 1, -1, -1, -1, 1, 1, -1, 1, -1, -1, 1, -1, 1, -1, 1, -1, 1, -1]"
metaverse,Zepeto,downstream_train,0,0.025058,True,1,0,0,42,4,1770,0.153301,"[60, 48, 40, 40, 40, 40, 40, 40, 40, 40, 808, 40, 40, 40]","[0.0, 0.025058, 0.000314, 0.000796, 0.036202, 0.068323, 0.000227, 0.036667, 0.000355, 0.048727, 0.000768, 0.000108, 0.004103, 0.034634]","[1, -1, 1, -1, 1, -1, -1, 1, -1, 1, -1, 1, 1, 1]"
metaverse,Zepeto,pretrain,0,0.0,False,0,0,0,42,4,1770,0.153301,"[40, 40, 40, 40, 40, 40]","[0.0, 0.069521, 24.879883, 0.049114, 26.826596, 0.059824]","[-1, 1, -1, 1, -1, 1]"
metaverse,Zepeto,pretrain,0,0.033576,True,0,0,0,42,4,1770,0.153301,"[149, 567, 151, 606, 153, 571]","[0.0, 0.033576, 24.915816, 0.049095, 26.82661, 0.059656]","[1, -1, 1, -1, 1, -1]"
metaverse,Zepeto,test,0,0.028366,True,1,0,0,42,4,1770,0.153301,"[60, 48, 40, 40, 40, 40, 40, 40, 40, 40, 40]","[0.0, 0.028366, 0.000288, 0.000697, 0.036838, 0.343965, 0.000467, 0.000335, 0.020963, 0.260448, 0.048576]","[1, -1, 1, -1, 1, -1, -1, -1, 1, -1, 1]"
metaverse,Zepeto,pretrain,0,0.032194,True,1,0,0,42,4,1770,0.153301,"[60, 48, 40, 40, 40, 40, 40, 40, 40, 40]","[0.0, 0.032194, 0.000121, 0.000604, 0.036255, 0.473349, 0.038067, 0.103818, 0.048238, 0.008509]","[1, -1, 1, -1, 1, -1, 1, -1, 1, 1]"
metaverse,Zepeto,pretrain,0,0.045888,True,1,0,0,42,4,1770,0.153301,"[60, 48, 40, 40, 40, 40, 40, 40, 40, 40]","[0.0, 0.045888, 0.000811, 0.000953, 0.034863, 0.075289, 0.000285, 0.026574, 0.53467, 0.05805]","[1, -1, 1, -1, 1, -1, -1, 1, -1, 1]"
metaverse,Zepeto,pretrain,0,0.030553,True,1,0,0,42,4,1770,0.153301,"[60, 48, 40, 40, 40, 40, 40, 40, 40, 40, 40]","[0.0, 0.030553, 0.000153, 0.000666, 0.037362, 0.407908, 0.000323, 0.000122, 0.028365, 0.182946, 0.056895]","[1, -1, 1, -1, 1, -1, -1, -1, 1, -1, 1]"
metaverse,Zepeto,pretrain,0,0.035078,True,1,0,0,42,4,1770,0.153301,"[60, 48, 40, 40, 40, 40, 40, 40, 40, 40, 40]","[0.0, 0.035078, 0.000219, 0.001631, 0.036503, 0.533769, 0.000632, 0.000358, 0.026912, 0.046503, 0.055693]","[1, -1, 1, -1, 1, -1, -1, -1, 1, -1, 1]"
metaverse,Zepeto,pretrain,0,0.032123,True,1,0,0,42,4,1770,0.153301,"[60, 48, 40, 40, 40, 40, 40, 40, 40]","[0.0, 0.032123, 9.1e-05, 0.001697, 0.036451, 0.605921, 0.035713, 0.008453, 0.118144]","[1, -1, 1, -1, 1, -1, 1, -1, 1]"
metaverse,Zepeto,pretrain,0,0.03375,True,1,0,0,42,4,1770,0.153301,"[60, 48, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40]","[0.0, 0.03375, 0.000397, 0.001016, 0.033498, 0.410849, 0.000708, 0.000362, 0.0378, 0.006551, 0.105311, 0.034203]","[1, -1, 1, -1, 1, -1, -1, -1, 1, -1, 1, 1]"
metaverse,Zepeto,pretrain,0,0.02711,True,1,0,0,42,4,1770,0.153301,"[60, 48, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40]","[0.0, 0.02711, 0.000222, 0.000814, 0.042053, 0.344834, 0.001096, 0.024987, 0.046809, 0.057917, 0.00131, 0.001341, 0.001665, 0.001677]","[1, -1, 1, -1, 1, -1, -1, 1, -1, 1, 1, 1, 1, 1]"
